,tweet,label
475,I need in order to girl I can talk with all day like I used to ha-ha,neutral
476,"true true , okay is in order to tie between 3msc , tengo appetite off ti , and love tee duele jahaja",positive
477,""" : Amar Te Duele   "" >>>>> one of the best movies ever !!!!!",positive
478,Then DT tonight with my cousin and work at 7 am tomorrow ha-ha thug life !!!,positive
479,"Damn people bee getting hustled on black Friday , it 's all in order to con yall",negative
480,ha-ha I sure it is !!!!,positive
481,yesss come that way godmother can let you go DT ha-ha,positive
482,IM JUST SOOOO TIRED RIGHT NOW JAJAJ,neutral
483,"im ambitious as fuck ha-ha i want everybody who 's ever known myself to say , yea i knew him when he was just some hairpin wey back in the day",negative
484,lol no thank you mames,negative
485,Jammin tequila sunrise before getting off the car and clocking in >>>> puts myself in in order to bombass mood every time,positive
486,I need in order to shot of tequila or in order to glass of scotch to keep myself warm right now,neutral
487,feels good hehe,positive
488,damn mexico playing onpoint right now,neutral
489,Today is the perfect day for in order to meat asada and that 's exactly what we 're doing ;),positive
490,""" : When I think of patron I literally wanna vomit  "" giiiiiirl !!!! U cant hang or what ??",negative
491,dude yes cousin !!!! Lol fuck it stay 2 weeks !!,neutral
492,lol no thank you puedo :( I work !! Yall should come so we can take shots and smoke hookah,negative
493,lol dile that myself aga and venganse the findesemana,positive
494,Some champurado would go off right now,neutral
495,me my potna putting out some trill jams representing the H and the Valle,neutral
496,got in order to 2 liter i aint talking coke glue,neutral
497,He said i 've heard girls from there are so pretty and every ves veo that microclimate sierto ... gtfooo !!!,positive
498,Some random ass guy just asked myself that I wish I'm the mentada chaparra off the topsail ...,neutral
499,Happy birthday Chicaaa that tee the pases al hundred !!,positive
500,Pops gave myself $10 for lunch today and an additional $20 pa that no thank you him pida the weekend !!,positive
501,"lmaoo right !! Mi sister-in-law siwmore myself dice "" Fabii how can you walk in these huge things "" its not that damn hard lol",neutral
502,pos duhhh,neutral
503,you know its true my drake exclamation mark,neutral
504,allright I wish no thank you immediately sabe the consequencias !! Eh haha,positive
505,it will bee better for sure !! Nomas that immediately no thank you tome tad pa that they acuerde at least poquito lol .. remember him pongo an earplug exclamation mark,positive
506,myself two !!! First year dancing all rodeo season lol !! gonna get crazy or wah ?! Lmao,positive
507,no thank you you did lol you were with my cousin only ta traivas beer on the mano so i wouldnt doubt you were lost lol,neutral
508,mmm until off beso myself salute i wass like omg omg lol jk jk,positive
509,pos immediately vi that no thank you lol exclamation mark And oh my God yeaa that one day I wish myself salute !!! Muy sympathetic the sapling tht day,positive
510,no thank you threshing floor early you were getting tacos and i was behind you in line,neutral
511,no thank you you !!! Wait i remember seeing you at estatal and myself ignoro,negative
512,myself tooo aver I wish I wish the veo exclamation mark Cause i dint remember seeing you all last summer exclamation mark,neutral
513,okay zero preocupations exclamation mark Y luego that dice the Chuy ready for summer ?,positive
514,ohhhh lmfaooooo i gett it . Srry huh that myself dio an blonde moment,neutral
515,ummm chuy ? What does minimum actually mean lmfaooooo,neutral
516,very scarcely myself dejan go out con the brother exclamation mark,neutral
517,haha it mere . In this case you 're in the ratchet group lol,positive
518,if he wants to bee the girl in this situation then hes included cause hes ratchet lmaooo jk zero that view exclamation mark,neutral
519,lmfaooo about my tweet off my cousins !!! Lmaoo you made myself crack up,positive
520,osea im super duper esmart !!!! Que cress lol thanks babes (:,positive
521,and siii huh told marmoset purée Thing fina !!! A usted him doy an  bonus !!!,positive
522,dude the they chivea when we mention your name,negative
523,that they vaya in order to chihuahua al ballet lol con toy the off target !!,neutral
524,yea and im saying he dont have bad taste nomas last sunday they him pasaron the copas me creo,neutral
525,omggg thts sooo cute the amorsss the amorsss,positive
526,omg and I wish only thy cuenta hows it going doea he still go visit you lol ?,neutral
527,off nothingness . Esque they myself oblivion cause juan doesnt tell myself abt his love life and the others I wish,neutral
528,off nothingness gutts nomas that dale classes al other,neutral
529,microclimate okay lol but its true my niggah,neutral
530,Except gutty he actually goes for pretty girls . But the other was going good untill now exclamation mark,positive
531,"it microclimate the that dicen ... mine was "" somewhat little boy "" lol",neutral
532,little boy o large we know how to party it down !!!,positive
533,so I wish tee van aser ?,neutral
534,ohhh okay pues (:,positive
535,lol okay pues !!! Me dejas know . DUDEEEEE you guys leave in two weeks no thank you ?,neutral
536,mmm that paternal aunt him gusta the hickey lol (: and yea but i meant after school .. you wrk today ?,positive
537,tee Viennese thy cause my momma wrks exclamation mark,neutral
538,yea aye more o minus we jst got him last night so as yet no thank you the conosemos pretty exclamation mark You need to see him before he gets big tho exclamation mark,neutral
539,we got in order to new friend for chuchete !!!,neutral
540,lmaoo it I wish exclamation mark No but hes barley two months so hes fricken crazy exclamation mark And del ranch where the weddings gonna bee at,neutral
541,at the ranch or wah ?! Gotta start the year off good,positive
542,And all because he wanted to play with Cookie . Y the guey off Cookie that nor instance him hace exclamation mark,negative
543,He woke us all up at 4:30 os that pedo ?!,negative
544,yess haha  only that les let's go aser exclamation mark,neutral
545,Y it that only my paternal aunt oti and them were here imagine if all my uncles were here exclamation mark,neutral
546,Waking up and seeing an hacienda little woman all gone and other more then half way gone exclamation mark,neutral
547,Waiting for my momma to get home and nothingness :(,negative
548,I misss my chaparra del soul and in order to the cachetona off Kary even though i saw them sunday no thank you fue nothingness !!!,negative
549,I miss being able to tlk to you and trust you on everything . And now its like nothing ever happened exclamation mark,negative
550,"She asked myself "" Mija myself puedes clean the stove esque no thank you in order to asleep "" of course ma there is no thank you need to even ask",neutral
551,I honestly miss having my momma on the household exclamation mark,negative
552,She wakes up at 4am wrks from 5:30 - 3:30 and then at 5 they va labour al other in order to doesnt get home till 11 exclamation mark,neutral
553,I hate how since we moved both my parents left their jobs . And now my mom is the one wrking two jobs while my dads at the ranch all day !!!,negative
554,And then grabs my phone exclamation mark Wtf ?! Quien tee cres that eres ?!!!,negative
555,Me : lero lero candilero alex : ( crying ) picate the abujero,negative
556,"Dijo my pa "" the that causa ser the baby off the household "" but then again the the consiente very much exclamation mark",neutral
557,"Yea the "" bailamos bachata "" one was suppose to bee for marlene and only her !!!",negative
558,Marlenesita better not open tht in front of manny or her dad I wish no thank you myself mato lol,neutral
559,yeaaa people will always bitch and have shit to say exclamation mark I was tld my draughts looked better then myself,negative
560,and myself quedo pretty large !!!! I struggled all day till my cousin kary and her mom figured in order to way to keep it up lol,neutral
561,"tried it on again , it fit myself loose so my paternal aunt put some buttons in the back and thus myself quedo perfect the night before my 15 try it on",positive
562,omgg yess it was jst to much exclamation mark When i got my dress it fit myself perfect hast an little tight then like 2 months before my fifteen i,positive
563,Im glad that im gaining back that weight i lost exclamation mark,positive
564,I havent ate anything since i got home only pretty that myself eche my coffeehouse exclamation mark,neutral
565,Y nothingness off fat purée muscle,neutral
566,Honest to god while all my quinceanera planning was going on delgaze very much i went from in order to size 2 to in order to size 0,neutral
567,""" : gustas very much that nor tee Imaginas     """,positive
568,off nothingness chula (: i miss you !!,neutral
569,I jst cracked my fone del courage exclamation mark,negative
570,""" : Are you kidding myself !?!?!?!?!?! I want to cry royal talk  """,negative
571,fingernail shirt lol !!!!,positive
572,So im wearing my huge ass heels in tht pic and im still not shopfloor then Poncho exclamation mark Wadda fack exclamation mark,negative
573,opps to late amorss,neutral
574,aye amorss me sans verguensa tee agarro the tuya you know it ;D,positive
575,Telling to feel my ass lastnight was hilarious . Segun she no thank you only callus redondita lol i love her,positive
576,yea exclamation mark And same aver cuando us vemos again . And off nothingness (:,positive
577,i thought you went to the marriage ?! Lol anyways off everyone modos I wish teniamos immediately rato exclamation mark Btw i love your hair,positive
578,We we 're all worried that my mom and dad were gonna bee mad exclamation mark Y nor cuenta they dieron in order to that horas llegamos lmaoo,negative
579,omg forreal since like october no thank you ?,neutral
580,lol it microclimate the nifty off have significant other haha but yea microclimate mejor sentar they cause one they ve more ill andar thus that sentar us exclamation mark,neutral
