tweet,label
omg y si pero tu cuenta hows it going doea he still go visit you lol ?,neutral
de nada . Esque se me olvido cause juan doesnt tell me abt his love life y los otros si,neutral
de nada gutts nomas que dale classes al otro,neutral
es okay lol but its true my niggah,neutral
Except gutty he actually goes for pretty girls . But el otro was going good untill now !,positive
"eso es lo que dicen ... mine was "" algo chiquito "" lol",neutral
chiquito o grande we know how to party it down !!!,positive
so si te van aser ?,neutral
ohhh okay pues (:,positive
lol okay pues !!! Me dejas saber . DUDEEEEE you guys leave in two weeks no ?,neutral
mmm que tia le gusta el chisme lol (: and yea but i meant after school .. you wrk today ?,positive
te vienes tu cause my momma wrks !,neutral
yea aye mas o menos we jst got him last night so todavia no lo conosemos bien ! You need to see him before he gets big tho !,neutral
we got a new friend for chuchete !!!,neutral
lmaoo eso si ! No but hes barley two months so hes fricken crazy ! And del rancho where the weddings gonna be at,neutral
at the rancho or wah ?! Gotta start the year off good,positive
And all because he wanted to play with Cookie . Y la guey de Cookie que ni caso le hace !,negative
He woke us all up at 4:30 os que pedo ?!,negative
yess haha  pero que les vamos aser !,neutral
Y eso que only my tia oti and them were here imagine if all my uncles were here !,neutral
Waking up and seeing an hacienda vieja all gone y otra more then half way gone !,neutral
Waiting for my momma to get home y nada :(,negative
I misss mi chaparra del alma y a la cachetona de Kary even though i saw them sunday no fue nada !!!,negative
I miss being able to tlk to you and trust you en todo . And now its like nothing ever happened !,negative
"She asked me "" Mija me puedes limpiar la cocina esque no a dormido "" of course ma there is no need to even ask",neutral
I honestly miss having my momma en la casa !,negative
She wakes up at 4am wrks from 5:30 - 3:30 and then at 5 se va trabajar al otro a doesnt get home till 11 !,neutral
I hate how since we moved both my parents left their jobs . And now my mom is the one wrking two jobs while my dads at the rancho all day !!!,negative
And then grabs my phone ! Wtf ?! Quien te cres que eres ?!!!,negative
Me : lero lero candilero alex : ( crying ) picate el abujero,negative
"Dijo mi pa "" lo que causa ser el baby de la casa "" but then again el la consiente mucho !",neutral
"Yea the "" bailamos bachata "" one was suppose to be for marlene and only her !!!",negative
Marlenesita better not open tht in front of manny or her dad si no me mato lol,neutral
yeaaa people will always bitch and have shit to say ! I was tld my damas looked better then me,negative
y me quedo bien grande !!!! I struggled all day till my cousin kary and her mom figured a way to keep it up lol,neutral
"tried it on again , it fit me loose so my tia put some buttons in the back y asi me quedo perfect the night before my 15 try it on",positive
omgg yess it was jst to much ! When i got my dress it fit me perfect hast un poco apretado then like 2 months before my quince i,positive
Im glad que im gaining back that weight i lost !,positive
I havent ate anything since i got home pero bien que me eche mi cafe !,neutral
Y nada de fat puro muscle,neutral
Honest to god while all my quinceanera planning was going on delgaze mucho i went from a size 2 to a size 0,neutral
""" : gustas mucho que ni te Imaginas     """,positive
de nada chula (: i miss you !!,neutral
I jst cracked my fone del coraje !,negative
""" : Are you kidding me !?!?!?!?!?! I want to cry real talk  """,negative
una shirt lol !!!!,positive
So im wearing my huge ass heels in tht pic and im still not taller then Poncho ! Wadda fack !,negative
opps to late amorss,neutral
aye amorss yo sin verguensa te agarro las tuya you know it ;D,positive
Telling to feel my ass lastnight was hilarious . Segun ella no pero callo redondita lol i love her,positive
yea ! And same aver cuando nos vemos again . And de nada (:,positive
i thought you went to la boda ?! Lol anyways de todos modos si teniamos ya rato ! Btw i love your hair,positive
We we 're all worried que my mom and dad were gonna be mad ! Y ni cuenta se dieron a que horas llegamos lmaoo,negative
omg forreal desde like october no ?,neutral
lol eso es lo bueno de tener novio haha but yea es mejor sentar se cause uno se ve mas mal andar asi que sentar nos !,neutral
gets to the point where if i walk se me dobla mi foot y me caigo,negative
yea it was long but it was my fault ! And yo si i brokw it 3yrs ago and its been like hell evee since lol it,negative
i sat for the last hour por pendeja ! Lol but it was good for my ankle ya no la aguantava ! Ever since i broke it no aguanto !,negative
I love how el Primo siempre se preocupa por mi,positive
But whatever shoutout to Roque por bailar me today !!!,neutral
Ill just let it go ! Tht was stupid to get mad of but ya que !,negative
I regret going to the baile like seriously ! Si uviera supido ni pa que,negative
why wouldnt i do tht ! You 've proved to me tht you are wrth every single wrd i said ! Eres la mejor amiga de todas ! Love you !,positive
Hahahaha es a joke  but although i remember what you tld me 2-3 years back,positive
osea pictures for daysss lol,neutral
no preocupaciones me and marlensita got this,neutral
most definetly well si voy cause mi dad dijo que si y luego que aver que most likely a yes but still,neutral
I finally get to see la valerucha !!!!,neutral
ommgggg yesss hasta que se nos hace vernos ! Y no nomas una si no muchas lol !!,positive
""" : Zeroooo aguite !  """,neutral
No pos wow bonita chulada ! im locked out of the house and my sisters bawling her eyes out !!!,negative
uuuu pues srry haha this one is gonna be longer si dios quiere ;D and okay puess (:,positive
aver si si remember tell your momma,neutral
I swear we never get tired of each other .. we 've been seeing each other for the past three weeks y no ay pedo lol,positive
Hes never been the serious !!! Ojala y si de adeveras se nos consede ! Con la ayuda de dios y si,positive
But then again he tld my mom que quiere que nos lleve a renovar our passports ASAP !,neutral
My 16th birthday at the place i absolutely love and miss .. sin de pensar lo dis veces,positive
Como si te vieras tan chula en ellos lol,positive
Mann my brother se nos casa ... said but true !,negative
Mi dad el chamuco and mi ma la lujuria lmfaooooo,positive
Cause aparently he cant afford that banda ! Hora pa se les quite !,neutral
Damn exactly 6 months from today vamos andar de pary !!! Woot woot !!!,positive
omg i know i saw them hace rato !!!!,neutral
ohhhh yea omg ive totally forgotten to tell my dad svrrsi manana forsure,positive
de que bigbooty ?,neutral
que ya el rancho nos esta esperando right bigbooty ?,neutral
Lmaooo this girl es susto que saco !!!,negative
Tan bien que ivan las cosas ... im so lost what did i do ?!,negative
Lmfaooo my fresa side only comes out when Nayeli and I have a convo lmaoo,positive
Osea ya me estoy haciendo super mega famosa !!!!  Lmao,positive
oseaaaa mega amigis claro que you are me lo tienes mas que comprovado,positive
""" : Escuela de Rancho is hands down one of the best youngest groups out there playing !   """,positive
I can only send them to him ! I dont care como me mire when i snapchat Poncho el tambien se ve pa la fregada lol jk jk,neutral
es okay lol nothing but the truth : *,neutral
nope nope its all on la chika,neutral
hermosura !!!! They came out perfff,positive
This shit fuken pisses me off !!! Siempre tratando de aser de las bancas de adentro !!!!,negative
I swear la platica con Crystal was just perfff !!!,positive
Ya que se fueron mis Silvas im all bored .. snapchat a nigga ... fabii_carrera,negative
And I can never stay put !!! Sepa pero yo me siento al,neutral
algo por el estilo lmao,neutral
only reason my dad se quiere ir pa aya haha,neutral
like a Agapito supposly ya lo conosen en todos los casinos lmao,neutral
i aint really liking the idea . Como que si como que no . Se la van a pasar en los casinos !!!,negative
I like being a summer baby ! Especially cause i always spend my bday at rodeos  mi mero mole !,positive
"I jst realized last weekend we basically celebrated my moms bday with ruben , manny , y marlene and this weekend we 'll be celebrating Oscars !",positive
ima go sleepover your casa over the summer for a whole week ! And thats good to hear asi me gusta,positive
mann i miss those days lol ... but anyways como andas ?,neutral
nomas eres caprichosa but eso okay i can deal with it asi como you can deal with my crap sometimes : ***,neutral
and we 've always tld each other todo . Threw thick and thin we always manage to stick together,positive
Y luego from my dads side .. that was extra hard because i love and get along with every single one of them all my life,neutral
Me dos !!! Y fuck a los que no lea guste lol,negative
""" : That 's right chika !  am really glad we did  """,positive
""" Esta desculado "" lmfaoo honestly that made laugh !! And miss being so close . Hearing todas las locadas everyday .. man life changes a lot !!",positive
Lifes Crazy girl but heyyyy the good thing is que andamos al cien right now ans we cleared everything out,positive
Lmaoo jk jk take your time es okay conmigo,positive
Niggah wants me to stay up but takes forever to respond to my snapchat -.- .... no pos que Culo !,negative
yea lol . Alexia always makes fun of me cause im short . Y siempre le digo que she wont be able to wear heels y se enoja haha,neutral
pos sabe . But i wouldnt doubt it cause tambien los doctors le dijeron que shes aproximated to be like 5'6 or 5'7 y yo ya o cresco,neutral
like barley 3'11 y ella ya 5ft,neutral
same thing i say que cresca pa arriva pero de pata no lol . Ya que tho shes allready like a size bigger then me shes a 7 nd im a 6,neutral
"haha asi esta mi sister se enoja y luego alrato shes like "" me prestas tus heels "" lop",neutral
Ojos verdes on replayyy,neutral
Ojos verdes by Julion Alvarez,neutral
le digo lol ! De todos modos yo ya subi unas cuantas libras haha,neutral
omgggg dude story of my life horita that christmas break did no good haha,negative
lmfaooo asi estoy . Desde ayer its been non stop eating . Y luego i get late night craving . Y pura junk food lol,positive
ya somos dos lol ive been eating all day !!,neutral
lmaoo ya casi soy Silva haha,positive
But watever friends como dicen only stay for a while and family lasts forever .. so alrato de mi te acuerdaras,positive
Oh really ?! Bestfriends right ? De cuando aca ?,positive
Whatever I 'm going to sleep today was a long day .... y manana nos espera otro !,neutral
Aver que nos trai dios alrato,neutral
Y otra ves Nyquil pa poder dormir and que se me quite este dolor que tengo,negative
